flight_number,pilot_name,departure_airport,departure_city,departure_country,arrival_airport,arrival_city,arrival_country,duration_hours,departure_time,date,isLate
KL8769,Nikola,Amsterdam Airport Schiphol,Saihan Tal,China,Charles de Gaulle,Tonga,Cameroon,1.46,12:49 AM,6/21/2025,true
AF4644,Layne,Charles de Gaulle,Jianping,China,Stockholm Arlanda,Cumanacoa,Venezuela,10.64,12:20 PM,9/22/2025,true
NZ3828,Carolyne,Auckland Airport,Sandur,Faroe Islands,Sydney Airport,Saint-Bruno,Canada,7.94,12:12 PM,7/20/2025,false
AA1361,Levin,John F. Kennedy International,Maoping,China,Leonardo da Vinci International,Tangnan,China,9.05,3:11 AM,5/3/2025,true
AC3780,Nanice,Toronto Pearson,Şanā’,Yemen,Hartsfield-Jackson Atlanta,Łapczyca,Poland,19.75,7:21 PM,6/25/2025,false
EK7680,Jenelle,Dubai International,Longquan,China,Bole International,Jiangkou,China,3.03,5:06 PM,8/4/2025,true
KL5312,Aleda,Amsterdam Airport Schiphol,Santo Ângelo,Brazil,Charles de Gaulle,Al Jadīd,Libya,14.78,3:51 PM,7/12/2025,false
QR4872,Othilia,Hamad International,Ngudu,Tanzania,Bole International,Otjiwarongo,Namibia,20.04,9:17 AM,3/8/2026,false
WN7040,Roanne,Los Angeles International,Edsbyn,Sweden,Arturo Merino Benítez International,Zengjia,China,7.47,3:38 AM,5/28/2025,false
AV8838,Calley,El Dorado International,Ust’-Izhora,Russia,O'Hare International,Khomutovo,Russia,19.02,8:13 AM,10/25/2025,true
SA1241,Melissa,O.R. Tambo International,Constance,Portugal,Charles de Gaulle,Donan,Indonesia,6.12,7:44 PM,3/4/2026,false
DL2404,Alessandra,John F. Kennedy International,Hova,Sweden,Hartsfield-Jackson Atlanta,Mazyr,Belarus,4.72,11:05 AM,1/22/2026,true
SK5197,Ozzy,Copenhagen Airport,Sayansk,Russia,Vienna International,São Paio de Gramaços,Portugal,11.27,11:12 AM,11/29/2025,true
EK7341,Sonny,Dubai International,Yulong,China,Hamad International,Xiadingjia,China,5.73,7:21 PM,6/24/2025,false
CX1532,Kacey,Hong Kong International,Shangchewan,China,Beijing Capital International,Goundam,Mali,6.66,11:13 AM,8/17/2025,true
DL5162,Nollie,John F. Kennedy International,Ourozinho,Portugal,Hartsfield-Jackson Atlanta,Barranqueras,Argentina,19.97,2:36 AM,11/9/2025,false
NH3141,Jenine,Haneda,Salgar,Colombia,Incheon International,Hetian,China,3.83,3:02 AM,2/25/2026,false
QF6361,Shannen,Sydney Airport,Tursunzoda,Tajikistan,Melbourne Airport,San Francisco,Mexico,13.79,5:24 AM,10/21/2025,false
WN3720,Lauree,Los Angeles International,Gushui,China,San Francisco International,Uujim,Mongolia,14.85,11:55 AM,1/31/2026,false
